log_no,post_date,category,claim_id,topic,claim,numbers,para_idx,image_ref,vs_v1,v1_anchor
224359904250,2026-07-28,28,224359904250-2,③분할매수,"상승폭 구간별 평균 하락폭이 계단식으로 커짐을 실측으로 제시(20~30%→평균-16%, 300%이상→평균-41%)",20~30%;-16%;300%;-41%,90,True,agree,§2 데이터 기반 - 상승폭→평균 하락폭 표
224359904250,2026-07-28,28,224359904250-3,③분할매수,평균에 매수하면 안 된다 - 상승폭 45~48% 사례 481건 중 평균 근처에서 반등한 것은 53건(11%)뿐이라 구간 전체에 나눠 사야 한다고 주장,481;53;11%,109,True,agree,"§1③ 분할매수 - 평균에 사면 안 된다(481건 중 53건, 11%)"
224359904250,2026-07-28,28,224359904250-4,③분할매수,"매수 밴드는 상승폭에 따라 달라짐을 실측 공개(다날 상승폭29.8%→매수구간4452~4126원, 코스모로보틱스86.5%→15491~13240원)",29.8%;4452;4126;86.5%;15491;13240,157,True,agree,§1③ 분할매수 - 밴드는 상승폭에 따라 달라진다(다날/코스모로보틱스)
224359904250,2026-07-28,28,224359904250-5,②앵커,매수 밴드선은 저자의 감정이 아니라 차트에서 저점·고점을 클릭하면 과거 유사사례를 뒤져 자동으로 그어진다고 강조,,158,True,agree,§1② 앵커지정 - 사람이 두 점을 입력
224359904250,2026-07-28,28,224359904250-6,④분할매도,매도가도 매수와 동일하게 과거 통계 데이터를 바탕으로 자동 산출된다고 설명,,158,False,agree,§1④ 분할매도 - 저점 대비 반등폭의 HDR 구간
224359904250,2026-07-28,28,224359904250-7,③분할매수,"프로그램은 두 번 클릭 후 3초 내에 상승폭 계산→유사사례 검색→밀집구간 산출→차수별 매수가·수량까지 자동화하고, 목표가 도달시 자동주문까지 실행한다고 설명",3,193,False,new,
224361924061,2026-07-29,28,224361924061-1,②앵커,"삼성전자 사분위수 Q3=167,200원(상승 시작점 2024년말 기준)을 근거로 하락이 아직 통계적 정상 조정범위 안이라고 판정",167200;Q3,17,True,agree,"§4 교차검증 - 삼성전자 Q3=167,200원(정확 일치)"
224361924061,2026-07-29,28,224361924061-2,④분할매도,"손실률 -20% 초과시 살라미 분할손절: 보유의 1/2·1/3·1/4 중 하나를 1차 시장가매도, 나머지는 10/15/20거래일에 나눠 매일 종가매도, 본전가 도달시 잔량 전량 자동매도",-20%;1/2;1/3;1/4;10;15;20,97,False,agree,§1④ 분할매도 - 손절=살라미 분할손절
224361924061,2026-07-29,28,224361924061-3,①후보선정,"종목 선정시 거래대금÷시가총액 비율을 핵심 기준으로 사용(다날 예시 830억/3,500억=0.2368배)",830;3500;0.2368,81,False,agree,"§1① 후보선정 - 수급 필터(거래대금÷시총 비율, 다날 0.2368배)"
224361924061,2026-07-29,28,224361924061-4,⑥국면대응,"월봉 RSI가 과열권에 진입한 해는 이듬해 횡보 또는 급락하는 패턴이 반복되며, 코스피는 RSI 40선 부근까지 내려와야 조정이 마무리될 가능성이 있다고 판단",40,36,False,new,
224361924061,2026-07-29,28,224361924061-5,④분할매도,분할손절 예약은 매일 아침 8시50분에 그날 매도수량 주문과 본전가 도달시 잔량 전량매도 주문을 동시에 걸어두는 이중 자동주문 구조로 구현했다고 설명,,120,False,new,
224369261402,2026-08-05,28,224369261402-1,①후보선정,한 달 이내 저점 대비 20% 이상 급등 후 눌림목·재반등 이력('종목의 끼')이 있는 종목이 재차 급등할 확률이 높다고 본다,20%;한 달,46,False,agree,①후보선정 '종목의 끼' — 과거 상승 키워드 재등장 시 공략
224369261402,2026-08-05,28,224369261402-2,①후보선정,시가총액이 가볍고 유통주식비율이 낮은 종목일수록 같은 재료·거래대금에도 더 크게 움직인다고 본다,24.5%;75.29%,253,False,new,
224369261402,2026-08-05,28,224369261402-3,①후보선정,과거 급등 시점과 현재의 거래대금÷시가총액 비율을 비교해 비율이 커졌으면 후보로 우선한다,"688억;3,152억;1,576억;2,358억;21.8%;66.8%",141,False,agree,①후보선정 수급 필터(거래대금÷시총 비율)
224369261402,2026-08-05,28,224369261402-4,①후보선정,대장주보다 유통물량이 적은 2등주·계열사가 같은 재료에서 더 탄력적으로 움직일 수 있다고 본다,129조;47조;16조,209,False,conflict,①후보선정 대장주 우선(2등주는 대장주보다 낙폭이 크다)
224369261402,2026-08-05,28,224369261402-5,①후보선정,종목 선정 시 재료보다 시가총액·거래대금·과거 급등이력('끼')을 먼저 보고 재료는 마지막에 확인한다,,341,False,conflict,①후보선정 재료(뉴스·촉매)가 1차 필터
224369261402,2026-08-05,28,224369261402-6,⑦프로그램·상품,본인은 종목만 직접 고르고 매수·매도 타이밍은 자동매매 프로그램에 맡긴다,,327,False,agree,②앵커 지정 — 사람이 두 점을 클릭하면 프로그램이 매수·매도 구간을 계산
80179907065,2013-01-28,29,80179907065-1,⑧기타,방법론 주장 없음,,-1,False,none,
80180681536,2013-02-04,29,80180681536-1,⑥국면대응,주도 테마 없이 방향이 불분명한 장에서는 공격적 매매 대신 저점을 기다리며 분할매수 실탄을 준비해둔다,,21,False,new,
80180681536,2013-02-04,29,80180681536-2,⑥국면대응,설 명절 직전에는 세뱃돈 마련을 위한 매도 물량 출회를 계절적 리스크로 고려한다,,24,False,new,
80181372193,2013-02-12,29,80181372193-1,①후보선정,낙폭과대 종목에 엔벨로프 비중 지표를 적용하면 수익 기회를 낼 수 있다고 본다,,15,False,new,
80181972146,2013-02-18,29,80181972146-1,③분할매수,북한 리스크 등 지정학적 악재로 인한 급락은 적극적인 분할매수 구간으로 삼는다,,27,False,new,
80181972146,2013-02-18,29,80181972146-2,⑥국면대응,지수가 기준선 위인지 아래인지에 따라 공격 포지션과 방어 포지션을 전환한다,,8,False,new,
80181972146,2013-02-18,29,80181972146-3,①후보선정,상장폐지 시즌을 앞두고는 실적이 좋은 스몰캡주를 조금씩 매수하는 전략이 유효하다고 본다,,33,False,new,
80182761018,2013-02-25,29,80182761018-1,④분할매도,수익보다 손실을 내지 않는 것을 매매의 최우선 원칙으로 삼는다고 강조한다,,23,False,new,
80183577217,2013-03-04,29,80183577217-1,⑧기타,방법론 주장 없음,,-1,False,none,
80184395314,2013-03-11,29,80184395314-1,⑧기타,방법론 주장 없음,,-1,False,none,
80185264489,2013-03-18,29,80185264489-1,①후보선정,"박스권 상단 돌파로 신고가를 만드는지 확인 후 접근하거나, 과열 국면에서는 눌림목에서 짧게 수익을 취한다",,20,False,new,
80186173391,2013-03-25,29,80186173391-1,⑧기타,방법론 주장 없음,,-1,False,none,
80186923577,2013-04-01,29,80186923577-1,⑧기타,방법론 주장 없음,,-1,False,none,
80187650799,2013-04-08,29,80187650799-1,⑧기타,방법론 주장 없음,,-1,False,none,
80188121125,2013-04-15,29,80188121125-1,①후보선정,상한가권 종목 중 거래대금 100억원 이상으로 유동성이 풍부한 종목을 공략 대상으로 삼는다,100억,19,False,agree,①후보선정 수급 필터(거래대금)
80188121125,2013-04-15,29,80188121125-2,④분할매도,재료소멸이 임박한 테마주는 길게 보유하지 않고 짧게 끊어 수익실현한다,,20,False,new,
80188576376,2013-04-22,29,80188576376-1,①후보선정,기준선·엔벨로프·120일선 등 기법상 매수 자리에 도달한 급등주에 비중을 배팅한다,,23,False,new,
80189019381,2013-04-29,29,80189019381-1,①후보선정,초급등 위주 코스닥 종목을 기법상 매수 자리에서 매수하는 전략을 유지한다,,23,False,agree,①후보선정 바닥권 대량 거래대금 종목의 첫 눌림목
80189459406,2013-05-06,29,80189459406-1,③분할매수,상승 후 눌림목이 온 종목을 찾아 기다렸다가 매수하는 전략을 쓴다,,24,False,agree,③분할매수 상승폭에 따른 하락폭 밴드에서 분할매수
80189893008,2013-05-13,29,80189893008-1,⑧기타,방법론 주장 없음,,-1,False,none,
80192620051,2013-06-24,29,80192620051-1,①후보선정,약세장에서는 중장기 추세선을 이끌고 상승했던 우량주 중 낙폭과대 종목을 골라 짧게 수익실현한다,,9,False,new,
80192620051,2013-06-24,29,80192620051-2,④분할매도,약세장에서는 손절을 짧게 잡고 수익도 3%·5%·7% 등으로 짧게 잘라 실현한다,3%;5%;7%,17,False,conflict,④분할매도 손절=살라미 분할손절(손실률 -20% 초과 시)
80193616305,2013-07-09,29,80193616305-1,⑥국면대응,하락장에서는 장 초반 반등 때 비중을 줄이고 장 후반에 매수하는 전강후약 대응을 한다,,7,False,new,
80193616305,2013-07-09,29,80193616305-2,③분할매수,투매가 나올 때는 급하게 매수하지 않고 천천히 매집하다가 RSI 쌍바닥에서 비중을 싣는다,,11,False,new,
80201500283,2013-11-11,29,80201500283-1,⑥국면대응,지수가 기준선 위/밀접/아래 중 어디 있는지에 따라 비중 확대·관망·RSI 참고 분할매수로 대응을 나눈다,,7,False,new,
80201500283,2013-11-11,29,80201500283-2,③분할매수,"기준선 대비 지수 위치별로 RSI 30후반, 30초반, 20후반대에서 단계적으로 분할매수 타점을 잡는다",RSI 30후반대;RSI 30초반대;RSI 20후반대,9,False,new,
80201500283,2013-11-11,29,80201500283-3,①후보선정,분할매수 대상은 시가총액 1조원 이상 우량종목으로 한정한다,1조원,12,False,new,
80204825248,2014-01-05,29,80204825248-1,⑥국면대응,인버스 ETF에 대한 기관 연속 순매수 여부로 지수의 방향을 가늠해 보수적 대응 여부를 정한다,,13,False,new,
80204825248,2014-01-05,29,80204825248-2,③분할매수,"우상향 추세 종목은 떨어질 때 모아가고, 실적발표를 앞둔 대형주는 여유를 두고 분할매수한다",,34,False,agree,③분할매수 상승폭에 따른 하락폭 밴드에서 분할매수
80205350623,2014-01-13,29,80205350623-1,①후보선정,지수가 기준선 위로 전환한 국면에서는 테마주 쪽으로 공격적으로 접근한다,,14,False,new,
80205687248,2014-01-18,29,80205687248-1,①후보선정,전고점을 돌파하고 상승하는 종목을 반복적으로 짧게 단기매매하는 것이 낙폭과대 종목보다 낫다고 본다,,22,False,new,
80205687248,2014-01-18,29,80205687248-2,③분할매수,테마주가 전고점을 돌파한 시세 초입 구간에서는 여유를 두고 분할로 눌림목을 공략한다,,18,False,agree,③분할매수 상승폭에 따른 하락폭 밴드에서 분할매수
80206242260,2014-01-27,29,80206242260-1,①후보선정,전고점을 돌파한 뒤 눌림을 주는 차트 패턴이 비슷한 종목만 골라 공략하면 매매 확률을 높일 수 있다고 본다,,21,False,new,
80206242260,2014-01-27,29,80206242260-2,②앵커,우량주는 전고점까지 눌림을 잘 주지 않으므로 전고점 눌림 박스권에서 매매 타점을 잡는 '전고눌림 박스매매법'을 쓴다,,24,False,new,
80206610594,2014-02-02,29,80206610594-1,⑧기타,방법론 주장 없음,,-1,False,none,
220017191993,2014-06-01,29,220017191993-1,⑧기타,방법론 주장 없음,,-1,False,none,
220025592919,2014-06-10,29,220025592919-1,①후보선정,선거 등으로 재료 지속성이 소멸된 테마주는 원상복귀 가능성이 있어 실적·수급이 받쳐주는 종목만 선별한다,,15,False,agree,①후보선정 재료의 지속력을 본다(완료형 재료는 거른다)
220031447779,2014-06-16,29,220031447779-1,①후보선정,고령화·한류·모바일 등 시대 트렌드에 맞는 종목을 미리 선취매하는 전략을 취한다,,19,False,new,
220039117120,2014-06-23,29,220039117120-1,③분할매수,역배열 하락 구간에서는 공격적 매매를 피하고 최저점 부근에서만 하방 분할매수한다,,25,False,agree,③분할매수 상승폭에 따른 하락폭 밴드에서 분할매수
220039117120,2014-06-23,29,220039117120-2,①후보선정,실적 하향 조정이 진행 중인 업종은 실적 발표 이후에 신규 매수한다,,15,False,new,
220045201731,2014-06-30,29,220045201731-1,③분할매수,우상향 추세 종목이 눌릴 때 공략하는 것이 좋은 전략이라고 본다,,40,False,agree,③분할매수 상승폭에 따른 하락폭 밴드에서 분할매수
220051365119,2014-07-05,29,220051365119-1,③분할매수,쌍바닥 시세 초기의 코스닥 종목은 단기보다 다소 길게 보유하며 수익률을 높이는 전략을 쓴다,,26,False,new,
220058870538,2014-07-13,29,220058870538-1,③분할매수,"상승추세 전환 국면에서 눌림이 오면 적극적으로 공략하고, 연기금·투신·외국인이 집중 매수하는 종목이 눌릴 때 우선한다",,40,False,agree,③분할매수 상승폭에 따른 하락폭 밴드에서 분할매수
220064654549,2014-07-18,29,220064654549-1,①후보선정,정보 비대칭성이 적은 기관의 연속 수급이 들어오는 중소형주가 외국인 수급보다 시세를 이끌기 유리하다고 본다,,23,False,new,
220073529512,2014-07-27,29,220073529512-1,⑥국면대응,경기 불황에서 호황으로 전환될 때 금융·건설 → 에너지·철강 → 자동차·IT제조업 → 유통·해운 → 조선업 순으로 주가가 순환한다고 본다,,15,False,new,
220080409640,2014-08-03,29,220080409640-1,①후보선정,배당 확대·내수 소비 진작 정책의 수혜가 겹치는 업종을 우선 골라야 한다고 본다,,47,False,new,
220087820444,2014-08-10,29,220087820444-1,④분할매도,"지수가 기준선을 깨자마자 보유 코스피 종목 비중을 절반가량 줄이고, 이후 저점에서 1차 추가매수한다",,32,False,new,
220087820444,2014-08-10,29,220087820444-2,①후보선정,지수 조정 국면에서는 지수 영향을 덜 받는 급등주·주도주를 노리는 것이 유리하다고 본다,,49,False,agree,①후보선정 대장주 우선
220095057685,2014-08-17,29,220095057685-1,③분할매수,변동성 국면에서는 상승 추세대 저점 이탈 전까지 조정을 부분 분할매수 기회로 삼는다,,24,False,agree,③분할매수 상승폭에 따른 하락폭 밴드에서 분할매수
220101346787,2014-08-23,29,220101346787-1,①후보선정,외국인·기관 수급이 몰리는 내수 주도 업종이 눌릴 때 접근한다,,41,False,agree,③분할매수 상승폭에 따른 하락폭 밴드에서 분할매수
220109528846,2014-09-01,29,220109528846-1,⑧기타,방법론 주장 없음,,-1,False,none,
220115259865,2014-09-06,29,220115259865-1,①후보선정,실적 전망이 긍정적인 중소형주를 추세 지속 종목으로 우선한다,,32,False,agree,①후보선정 재료의 지속력을 본다
220120849387,2014-09-13,29,220120849387-1,①후보선정,종목별 장세에서는 수급이 주도하는 업종이나 우상향 추세 종목을 골라 거래한다,,21,False,agree,③분할매수 상승폭에 따른 하락폭 밴드에서 분할매수
220128831639,2014-09-22,29,220128831639-1,①후보선정,투신·외국인 수급이 집중되고 전고점을 돌파한 종목만 선별해 매매한다,,24,False,agree,①후보선정 수급 필터(거래대금)
220135623728,2014-09-29,29,220135623728-1,③분할매수,지수가 기준선을 하락 이탈하면 보수적으로 전환해 최대한 아래쪽에서 분할매수로 접근한다,,25,False,agree,③분할매수 상승폭에 따른 하락폭 밴드에서 분할매수
220141649283,2014-10-05,29,220141649283-1,②앵커,장중 등락이 반복되는 장에서는 오후 종가에 매수하고 다음날 오전 시가에 매도하는 단기 타이밍 전략을 쓴다,,26,False,new,
220148303350,2014-10-12,29,220148303350-1,③분할매수,환율 상승에 따른 외국인 매도로 대형 우량주(코스피200)가 조정을 받으면 폭넓게 분할매수하거나 강한 종목을 노린다,,24,False,agree,③분할매수 상승폭에 따른 하락폭 밴드에서 분할매수
220148303350,2014-10-12,29,220148303350-2,⑥국면대응,코스닥 매매 시 양봉·음봉을 만든 주체가 외국인 수급인지 반복 확인해 추종 매매한다,,37,False,new,
220154742400,2014-10-18,29,220154742400-1,⑧기타,방법론 주장 없음,,-1,False,none,
220162138144,2014-10-26,29,220162138144-1,①후보선정,배당지수 편입 종목 중 일평균 거래대금이 풍부하고 우상향 차트인 우량 중소형주를 눌림목에서 공략한다,,22,False,agree,①후보선정 수급 필터(거래대금)
220169280504,2014-11-02,29,220169280504-1,①후보선정,저성장 국면에서는 시장 자금이 몰리는 성장·희소성 있는 종목의 흐름을 추세대로 따라간다,,44,False,new,
220175710674,2014-11-09,29,220175710674-1,①후보선정,증시 호재가 뚜렷하지 않을 때는 배당 프리미엄이 높은 내수주와 실적 좋은 중소형주 위주로 접근한다,,25,False,agree,①후보선정 재료의 지속력을 본다
220182726643,2014-11-16,29,220182726643-1,③분할매수,반등의 힘이 약한 장에서는 당일 강세 종목을 매매하거나 장 후반(오후 2시 이후)에 분할매수한다,,18,False,new,
220189534740,2014-11-23,29,220189534740-1,⑧기타,방법론 주장 없음,,-1,False,none,
220196356689,2014-11-30,29,220196356689-1,⑧기타,방법론 주장 없음,,-1,False,none,
220203129256,2014-12-07,29,220203129256-1,⑧기타,방법론 주장 없음,,-1,False,none,
220210180931,2014-12-15,29,220210180931-1,⑥국면대응,약세·조정장일수록 수급이 집중되는 주도주 위주로 포트폴리오를 운영해야 한다는 원칙 제시,,13,False,new,
220216353872,2014-12-21,29,220216353872-1,①후보선정,이슈종목에 수급 쏠려 소외된 우량주·중소형주를 중장기 관점의 추가매수 기회로 봄,,27,False,new,
220222561227,2014-12-28,29,220222561227-1,⑧기타,방법론 주장 없음(책 출판 계획 언급은 판촉이지 방법론 아님),,-1,False,none,
220236336260,2015-01-11,29,220236336260-1,⑥국면대응,RSI 과매도권 진입+쌍바닥 패턴 등장을 지수 저점 판별 근거로 사용,,12,False,new,
220626322210,2016-02-14,29,220626322210-1,⑥국면대응,일봉 RSI가 30 이하 과매도권에 진입하면 단기 반등 가능성이 매우 높다고 판단,RSI 30,36,True,new,
220626322210,2016-02-14,29,220626322210-2,⑥국면대응,주봉 RSI 30 미만은 2008·2011년급 희귀 위기 신호이며 35~30 구간에서 반등이 반복돼왔다고 서술,RSI 35;RSI 30;2008;2011,60,True,new,
220626322210,2016-02-14,29,220626322210-3,⑥국면대응,월봉 RSI 20 이하를 적극 매수 타이밍으로 삼되 금융위기 전조 시엔 먼저 전량 정리 후 재진입,RSI 20,75,True,new,
220626322210,2016-02-14,29,220626322210-4,①후보선정,실적 기대되는데 글로벌 시황 탓에 투매 맞아 이격 크게 벌어진 종목 위주로 단기 반등을 노림,,93,False,new,
220850225573,2016-10-31,29,220850225573-1,⑥국면대응,과거의 유사한 하락·투매·반등 차트 패턴을 현재 장세에 대입해 향후 흐름을 가늠,,1,True,new,
221070477557,2017-08-09,29,221070477557-1,⑥국면대응,지정학적 리스크로 인한 급락은 언제나 저가매수 기회였다고 서술,,51,False,new,
221078093675,2017-08-20,29,221078093675-1,⑧기타,방법론 주장 없음,,-1,False,none,
221083312549,2017-08-27,29,221083312549-1,⑧기타,방법론 주장 없음,,-1,False,none,
221087977829,2017-09-02,29,221087977829-1,①후보선정,이슈에 실질적으로 연관·수혜가 있는 업종을 중장기 시각으로 선별 접근할 것을 권함,,86,False,new,
221093614691,2017-09-10,29,221093614691-1,⑧기타,방법론 주장 없음,,-1,False,none,
221099148866,2017-09-18,29,221099148866-1,⑧기타,방법론 주장 없음(짐 로저스 인용은 저자 본인 방법론 아님),,-1,False,none,
221104317224,2017-09-24,29,221104317224-1,①후보선정,낙폭 컸던 전기차·수소차·2차전지 등 신흥 유망 섹터를 죽은 테마가 아닌 지속 관심 대상으로 제시,,96,False,new,
221113521256,2017-10-10,29,221113521256-1,⑧기타,방법론 주장 없음,,-1,False,none,
221117794131,2017-10-16,29,221117794131-1,⑧기타,방법론 주장 없음,,-1,False,none,
221122640341,2017-10-22,29,221122640341-1,⑧기타,방법론 주장 없음,,-1,False,none,
221127968376,2017-10-29,29,221127968376-1,⑧기타,방법론 주장 없음,,-1,False,none,
221133330577,2017-11-06,29,221133330577-1,⑧기타,방법론 주장 없음,,-1,False,none,
221138194103,2017-11-12,29,221138194103-1,①후보선정,자신의 저서(트레이딩 바이블1)를 인용해 우량주 단타매매 종목선정 조건으로 기관·외국인의 대량 수급 유입을 제시,,45,False,new,
221143616404,2017-11-19,29,221143616404-1,⑧기타,방법론 주장 없음,,-1,False,none,
221149144504,2017-11-26,29,221149144504-1,⑧기타,방법론 주장 없음,,-1,False,none,
221153929045,2017-12-02,29,221153929045-1,⑧기타,방법론 주장 없음,,-1,False,none,
221159390812,2017-12-09,29,221159390812-1,①후보선정,섀도보팅 폐지로 소액주주 의결권 확보 필요성이 커지며 대주주 지분율이 낮은 종목에서 투자기회가 생긴다고 봄,,86,False,new,
221165150844,2017-12-17,29,221165150844-1,⑧기타,방법론 주장 없음,,-1,False,none,
221170198783,2017-12-24,29,221170198783-1,⑧기타,배당금 수령보다 배당락 당일 주가 하락이 부담스러워 배당락 전에 매도하는 것이 개인 원칙이라 밝힘,,46,False,new,
221175907503,2018-01-02,29,221175907503-1,⑧기타,방법론 주장 없음,,-1,False,none,
221179693502,2018-01-07,29,221179693502-1,⑧기타,방법론 주장 없음,,-1,False,none,
221184583351,2018-01-14,29,221184583351-1,⑥국면대응,정부 정책에 맞서지 말라는 증시 격언을 근거로 코스닥 활성화정책 수혜가 예상되는 중소형주 매수 우위론을 지지,,82,False,new,
221190053575,2018-01-21,29,221190053575-1,⑧기타,방법론 주장 없음,,-1,False,none,
221195414759,2018-01-28,29,221195414759-1,⑧기타,방법론 주장 없음,,-1,False,none,
221200272944,2018-02-03,29,221200272944-1,⑥국면대응,경기 회복 국면에서의 금리 상승은 주식 매수의 적절한 기회로 판단,,63,False,new,
221206350877,2018-02-11,29,221206350877-1,⑥국면대응,지수 60일 이동평균선 이탈 시 후속 반등 국면에서 미리 비중을 정리하는 것이 낫다고 판단,60일선,46,False,new,
221206350877,2018-02-11,29,221206350877-2,①후보선정,실적이 우수하면서 저평가된 종목은 급락장에서도 매수 기회로 활용 가능하다고 판단,,46,False,new,
221215713296,2018-02-24,29,221215713296-1,①후보선정,테마주 중 아직 덜 오른 종목은 후보로 보되 이미 급등한 종목은 진입을 극도로 조심해야 한다는 원칙,,68,False,new,
221221463340,2018-03-04,29,221221463340-1,⑧기타,방법론 주장 없음,,-1,False,none,
221225970944,2018-03-10,29,221225970944-1,⑧기타,방법론 주장 없음,,-1,False,none,
221230983336,2018-03-17,29,221230983336-1,⑧기타,방법론 주장 없음,,-1,False,none,
221236946974,2018-03-25,29,221236946974-1,⑧기타,방법론 주장 없음,,-1,False,none,
221241771752,2018-03-31,29,221241771752-1,⑥국면대응,금리 인상발 조정 국면에서는 과거 사례상 코스닥·중소형주가 상대적으로 유리하다는 견해를 인용해 지지,,69,False,new,
221247313102,2018-04-07,29,221247313102-1,⑧기타,방법론 주장 없음,,-1,False,none,
221252865854,2018-04-14,29,221252865854-1,⑧기타,방법론 주장 없음,,-1,False,none,
221258214602,2018-04-21,29,221258214602-1,①후보선정,이름값(제약·바이오)만으로 급등하는 부실 종목의 묻지마 투자를 경계하며 옥석 가리기가 필요하다고 판단,100%~200%,78,False,new,
221263459301,2018-04-28,29,221263459301-1,①후보선정,개성공단·철도 등 바닥권에서 대량거래량이 터지는 테마주를 매수 후보로 유심히 봐야 한다고 주장,,123,False,agree,①후보선정 수급 필터(거래대금)
221268802926,2018-05-05,29,221268802926-1,①후보선정,단기 모멘텀 매매 시에는 대형주보다 시총이 작고 바닥권에서 대량거래량이 터진 종목을 선호한다고 주장,,83,False,agree,"①후보선정 수급 필터(시총·거래대금, 시총 5조 이상 대형주 부적합)"
221268802926,2018-05-05,29,221268802926-2,①후보선정,이미 급등한 테마주는 20~60일 이동평균선을 하회 이탈해 바닥을 다질 때 진입하는 것이 좋다고 주장,20~60일,84,False,new,
221274596794,2018-05-13,29,221274596794-1,⑥국면대응,성급한 예측성 매매보다 다가올 모멘텀을 확인한 뒤 접근하는 대응 우선 원칙을 주장,,1,False,new,
221274596794,2018-05-13,29,221274596794-2,⑥국면대응,박스권 등락 장세에서는 짧게 대응하는 단기매매가 불가피하다고 주장,,111,False,new,
221279462728,2018-05-19,29,221279462728-1,⑧기타,방법론 주장 없음,,-1,False,none,
221284704234,2018-05-26,29,221284704234-1,⑧기타,방법론 주장 없음,,-1,False,none,
221289969550,2018-06-02,29,221289969550-1,⑧기타,방법론 주장 없음,,-1,False,none,
221295197146,2018-06-09,29,221295197146-1,⑥국면대응,대형 이벤트를 앞두고는 사전 예측 매매보다 결과를 확인한 후 대응하는 방식이 중요하다고 주장,,1,False,new,
221305191729,2018-06-23,29,221305191729-1,⑥국면대응,대외 불확실성이 큰 국면에서는 상황이 개선될 때까지 짧게(단기 위주로) 매매해야 한다고 주장,,119,False,new,
221305191729,2018-06-23,29,221305191729-2,①후보선정,남북경협 관련주는 단기 이슈보다 장기적 관점으로 접근해야 한다고 주장,,125,False,new,
221309872072,2018-06-30,29,221309872072-1,⑥국면대응,무역분쟁 불확실성이 해소되지 않은 국면에서는 낙관적 기대보다 관망 태도를 유지하는 것이 낫다는 개인 입장을 표명,,102,False,new,
221314436467,2018-07-07,29,221314436467-2,③분할매수,하락장에서는 쉬어가며 템포를 조절하고 수혜 예상 업종을 조금씩 분할 매수하는 것이 유리하다고 주장,,138,False,new,
221319018283,2018-07-14,29,221319018283-1,⑧기타,방법론 주장 없음,,-1,False,none,
221323604221,2018-07-21,29,221323604221-1,⑥국면대응,지수가 전저점(지지선)을 이탈하면 비중을 축소하고 관망하는 대응전략을 취한다,,82,False,new,
221328375473,2018-07-28,29,221328375473-1,⑥국면대응,"신용잔고가 고점 대비 15% 감소하면 과거 사례(2015년 상해쇼크, 2016년 한미약품)처럼 지수가 안정을 찾는 신호로 해석한다",15%,99,False,new,
221332628485,2018-08-04,29,221332628485-1,①후보선정,코스닥 개별종목 중 바닥권에서 거래량을 터뜨리며 차트를 만든 종목은 시장 변곡 확인 후 접근하는 편이 낫다고 본다,,84,False,agree,①후보선정 — 바닥권에서 수천억~1조 원 거래대금을 터뜨리며 1·2차 시세를 낸 종목의 첫 눌림목
221336954875,2018-08-11,29,221336954875-1,⑥국면대응,예상 저항선(가야 할 자리)을 정상적으로 돌파하지 못하고 지지부진하면 결국 투매(급락)로 이어진다고 판단한다,,89,False,new,
221341327220,2018-08-18,29,221341327220-1,⑥국면대응,외국인에 이어 기관까지 순매수가 유입되는 순서로 대량 매수세가 들어오면 그 지점이 신뢰도 높은 첫 반등 자리라고 판단한다,,126,False,new,
221345749006,2018-08-25,29,221345749006-1,⑥국면대응,개인 매수 주도의 반등보다 기관·외국인 매수 주도의 반등이 더 신뢰할 수 있는 진짜 반등이라고 판단한다,,116,False,new,
221350536545,2018-09-01,29,221350536545-1,⑥국면대응,지수가 완만한 상승 흐름일 때는 눌림목(조정 구간)에서 매수하면 대체로 반등이 잘 나온다고 본다,,113,False,new,
221359559073,2018-09-15,29,221359559073-1,⑥국면대응,단기 이동평균선(5·60일선)이 밀집된 후 갭 상승이 나오면 추가 상승 여력이 있다고 판단한다,5~60,143,False,new,
221368184018,2018-09-30,29,221368184018-1,⑥국면대응,한미 기준금리 격차가 1%포인트를 넘어서면 과거 월평균 약 2.7조원의 자금이 유출된 전례가 있다고 본다,1%;2조7천억,89,False,new,
221373026491,2018-10-08,29,221373026491-1,⑥국면대응,주봉 RSI가 아직 과매도권에 도달하지 않았다면 추가 하락 가능성이 남아있다고 판단한다,,88,False,new,
221377352881,2018-10-14,29,221377352881-1,⑥국면대응,직전 상승 랠리의 출발점(시세원점)이 무너지면 원형천정형 패턴이 완성되어 장기 추세하락에 들어간다고 판단한다,,98,False,new,
221381479971,2018-10-20,29,221381479971-1,⑥국면대응,이전에 무너진 지지선은 이후 반등 시 저항선으로 작용한다고 본다(지지·저항 역할전환),,94,True,new,
221386291807,2018-10-27,29,221386291807-1,⑥국면대응,"주봉 RSI가 30 미만으로 떨어지는 것은 2008년 금융위기급 극단적 사례에서만 나온 신호이며, 이 신호가 뜨면 큰 반등이 임박한 것으로 해석한다",30,93,False,new,
221391380221,2018-11-04,29,221391380221-1,⑥국면대응,하락장에서는 실적(영업이익) 증가추세이면서 낙폭과대인 종목 위주로 포트를 구성해 단기 반등을 노리는 전략이 유효하다고 봄,,103,False,new,
221396192836,2018-11-11,29,221396192836-1,⑧기타,방법론 주장 없음,,-1,False,none,
221400868291,2018-11-18,29,221400868291-1,⑧기타,방법론 주장 없음,,-1,False,none,
221405556017,2018-11-25,29,221405556017-1,⑧기타,방법론 주장 없음,,-1,False,none,
221410206245,2018-12-01,29,221410206245-1,⑧기타,방법론 주장 없음,,-1,False,none,
